Lipid Name	Lipid Unique Identifier	Precursor m/z	Precursor Retention Time (sec)	Precursor Drift Time (ms)	Precursor CCS	Identification Charge	LMP	HMP	cf	neutromers_to_extract	literature_n	Adduct	Adduct_cf	dt_x	id_index	mz	z	rt	dt_y	n_isos	mass	mzs	abundances	m-1_mz	m-1_abundance	m_end+1_mz	m_end+1_abundance	rt_min	rt_max	baseline_signal	signal_2_noise	mads	dt_list	num_scans_combined	id_path	mzml_path	summed_signal	Chromatography_Division_Scores	Chromatography_Division_Error	filename	updated	dt_min	dt_max
TG 15:0_18:1(d7)_15:0	TG 15:0_18:1(d7)_15:0_41.900_0.661	830.8040246	2514.0	39.686	307.45	1			C51H89[2H]7O6	3		M+H	C51H89[2H]7O6H	39.686	414	830.8040246	1	41.9	39.686	3	830.8040246	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 15:0_18:1(d7)_15:0	TG 15:0_18:1(d7)_15:0_41.900_0.661	852.7859693	2514.0	39.686	307.45	1			C51H89[2H]7O6	3		M+Na	C51H89[2H]7O6Na	39.686	415	852.7859693	1	41.9	39.686	3	852.7859693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 15:0_18:1(d7)_15:0	TG 15:0_18:1(d7)_15:0_41.900_0.661	834.775406	2514.0	39.686	307.45	1			C51H89[2H]7O6	3		M+Na-[H2O]	C51H89[2H]7O5Na	39.686	417	834.775406	1	41.9	39.686	3	834.775406													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 16:0_16:0_18:0	TG 16:0_16:0_18:0_38.729_0.679	857.778406	2323.74	40.754	315.43	1			C53H102O6	3		M+Na-[H2O]	C53H100O5Na	40.754	360	857.778406	1	38.729	40.754	3	857.778406	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 16:0_16:0_18:0	TG 16:0_16:0_18:0_38.729_0.679	851.8151837	2323.74	40.754	315.43	1			C53H102O6	3		M+NH4-[H2O]	C53H104O5N	40.754	362	851.8151837	1	38.729	40.754	3	851.8151837													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 16:0_16:0_18:1	TG 16:0_16:0_18:1_42.762_0.674	851.7906246	2565.72	40.445	313.12	1			C53H100O6	3		M+H	C53H101O6	40.445	433	851.7906246	1	42.76199999999999	40.445	3	851.7906246													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 16:0_16:0_18:3	TG 16:0_16:0_18:3_41.268_0.664	847.7603246	2476.08	39.828	308.5	1			C53H96O6	3		M+H	C53H97O6	39.828	384	847.7603246	1	41.268	39.828	3	847.7603246	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 16:0_16:0_18:3	TG 16:0_16:0_18:3_41.268_0.664	869.7422693	2476.08	39.828	308.5	1			C53H96O6	3		M+Na	C53H96O6Na	39.828	385	869.7422693	1	41.268	39.828	3	869.7422693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 16:0_16:0_18:3	TG 16:0_16:0_18:3_41.268_0.664	851.731706	2476.08	39.828	308.5	1			C53H96O6	3		M+Na-[H2O]	C53H94O5Na	39.828	387	851.731706	1	41.268	39.828	3	851.731706	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 16:0_16:0_18:3	TG 16:0_16:0_18:3_41.268_0.664	864.7868716	2476.08	39.828	308.5	1			C53H96O6	3		M+NH4	C53H100O6N	39.828	388	864.7868716	1	41.268	39.828	3	864.7868716													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 16:0_16:0_20:2	TG 16:0_16:0_20:2_42.754_0.684	877.8057246	2565.24	41.027	317.46	1			C55H102O6	3		M+H	C55H103O6	41.027	426	877.8057246	1	42.754	41.027	3	877.8057246	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 16:0_16:0_20:2	TG 16:0_16:0_20:2_42.754_0.684	899.7876693	2565.24	41.027	317.46	1			C55H102O6	3		M+Na	C55H102O6Na	41.027	427	899.7876693	1	42.754	41.027	3	899.7876693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 16:0_16:0_20:2	TG 16:0_16:0_20:2_42.754_0.684	881.777106	2565.24	41.027	317.46	1			C55H102O6	3		M+Na-[H2O]	C55H100O5Na	41.027	429	881.777106	1	42.754	41.027	3	881.777106													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 18:1_18:2_18:2	TG 18:1_18:2_18:2_41.388_0.682	903.762006	2483.28	40.94	316.79	1			C57H100O6	3		M+Na-[H2O]	C57H98O5Na	40.94	397	903.762006	1	41.388000000000005	40.94	3	903.762006	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 18:1_18:2_18:2	TG 18:1_18:2_18:2_41.388_0.682	897.7987837	2483.28	40.94	316.79	1			C57H100O6	3		M+NH4-[H2O]	C57H102O5N	40.94	398	897.7987837	1	41.388000000000005	40.94	3	897.7987837	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 18:1_18:2_18:2	TG 18:1_18:2_18:2_41.388_0.682	921.7725693	2483.28	40.94	316.79	1			C57H100O6	3		M+Na	C57H100O6Na	40.94	399	921.7725693	1	41.388000000000005	40.94	3	921.7725693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 18:1_18:2_18:2	TG 18:1_18:2_18:2_41.388_0.682	899.7906246	2483.28	40.94	316.79	1			C57H100O6	3		M+H	C57H101O6	40.94	400	899.7906246	1	41.388000000000005	40.94	3	899.7906246													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 52:4	TG 52:4_41.348_0.673	877.747006	2480.88	40.38	312.62	1			C55H98O6	3		M+Na-[H2O]	C55H96O5Na	40.38	391	877.747006	1	41.348	40.38	3	877.747006	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 52:4	TG 52:4_41.348_0.673	895.7575693	2480.88	40.38	312.62	1			C55H98O6	3		M+Na	C55H98O6Na	40.38	393	895.7575693	1	41.348	40.38	3	895.7575693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 52:4	TG 52:4_41.348_0.673	873.7756246	2480.88	40.38	312.62	1			C55H98O6	3		M+H	C55H99O6	40.38	394	873.7756246	1	41.348	40.38	3	873.7756246	(873.7660370883813, 874.7679582422755, 875.7704535026967)	(48279.0, 15629.0, 2124.0)	(872.7646900410173,)	(75962.0,)	(876.801619348,)	(0.0,)	41.170583333333	41.4944	142.3296	[339.2056185080264, 109.80850083187194, 14.923108053419668]	[0.0, 0.0, 0.0]		11.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[485694.0, 153526.0, 20934.0]	OUCH		Out.tsv	True	39.90348	41.146704
TG 54:5	TG 54:5_41.811_0.687	902.7552837	2508.66	41.202	318.75	1			C57H100O6	3		M+NH4-[H2O]	C57H102O5N	41.202	408	902.7552837	1	41.811	41.202	3	902.7552837	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 54:5	TG 54:5_41.811_0.687	921.7736716	2508.66	41.202	318.75	1			C57H100O6	3		M+NH4	C57H104O6N	41.202	409	921.7736716	1	41.811	41.202	3	921.7736716	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 54:5	TG 54:5_41.811_0.687	926.7290693	2508.66	41.202	318.75	1			C57H100O6	3		M+Na	C57H100O6Na	41.202	411	926.7290693	1	41.811	41.202	3	926.7290693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 54:5	TG 54:5_41.811_0.687	904.7471246	2508.66	41.202	318.75	1			C57H100O6	3		M+H	C57H101O6	41.202	412	904.7471246	1	41.811	41.202	3	904.7471246													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 54:6	TG 54:6_41.530_0.687	897.7753246	2491.8	41.245	319.09	1			C57H98O6	3		M+H	C57H99O6	41.245	402	897.7753246	1	41.53	41.245	3	897.7753246	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 54:6	TG 54:6_41.530_0.687	919.7572693	2491.8	41.245	319.09	1			C57H98O6	3		M+Na	C57H98O6Na	41.245	403	919.7572693	1	41.53	41.245	3	919.7572693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 54:6	TG 54:6_41.530_0.687	901.746706	2491.8	41.245	319.09	1			C57H98O6	3		M+Na-[H2O]	C57H96O5Na	41.245	405	901.746706	1	41.53	41.245	3	901.746706	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
TG 54:6	TG 54:6_41.530_0.687	914.8018716	2491.8	41.245	319.09	1			C57H98O6	3		M+NH4	C57H102O6N	41.245	406	914.8018716	1	41.53	41.245	3	914.8018716	(914.7925992612877, 915.8105365160001, 916.819201432)	(593.0, 0.0, 0.0)	(913.7889110726593,)	(1269.5,)	(917.827866348,)	(0.0,)	41.203	41.4944	167.90445		[0.0, 0.0, 0.0]		10.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[9383.0, 249.0, 0.0]	OUCH		Out.tsv	True	40.50504	41.467536
TG 54:6	TG 54:6_41.530_0.687	895.7834837	2491.8	41.245	319.09	1			C57H98O6	3		M+NH4-[H2O]	C57H100O5N	41.245	407	895.7834837	1	41.53	41.245	3	895.7834837													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
